길명,길소개,총길이,총소요시간,시작지점명,시작지점도로명주소,시작지점소재지지번주소,종료지점명,종료지점소재지도로명주소,종료지점소재지지번주소,경로정보,관리기관전화번호,관리기관명,데이터기준일자,위도,경도,제공기관코드,제공기관명
모락산 둘레길,모락산 등산로를 둘레길로 연결하고 산책과 휴식을 통한 소통과 화합의 네트워크길입니다.,14.5,5시간30분,고천중 뒤,경기도 의왕시 백운로 23,경기도 의왕시 오전동 산148-12,고천중 뒤,경기도 의왕시 백운로 23,경기도 의왕시 오전동 산148-12,고천중 뒤→여성회관 뒤→모락초 뒤→성라자로마을 뒤→ 모락중 뒤→ 계원예술대(문화예술로)→능안마을→오메기마을→고천중 뒤,031-345-3523,의왕시청,2021-07-26,,,4030000,경기도 의왕시
누리길,"총 3개의 길이 이어진 의왕시 그린투어 코스로, 걸으면서 의왕시를 즐길 수 있는 누리길 입니다",15.9,5시간20분,왕송호수공원,경기도 의왕시 왕송못서길 198,경기도 의왕시 초평동,의왕시청,경기도 의왕시 고천동 171,경기도 의왕시 시청로 11,왕송못길→달바위길→들고지길,031-345-3523,의왕시청,2021-07-26,,,4030000,경기도 의왕시
구불1길(비단강길),"금강을 주인공으로 이야기를 펼쳐가는 이 길은 채만식문학관, 금강철새조망대, 금강호 관광지, 오성산등, 전설과 역사, 자연과 생태를 품은 길이다.",17.2,308분,군산역,,전라북도 군산시 내흥동 455,공주산 정상,,군산시 나포면 나포리,군산역→진포시비공원→금강체육공원→금강호시민공원→금강철새조망대(생태습지)→성덕마을(비보림)→성덕마을→항동제→오성산(기상청레이더)→오성인의 묘→옹고집장집→조류관찰소→탐조회랑→나포삼거리→공주산→공주산정상,063-454-3303,군산시,2021-07-26,,,4670000,전라북도 군산시
구불2길(햇빛길),"부처가 있다는 뜻의 불주사를 지나 망해산 정상에서 바라본금강 햇빛. 너른 십자들녁의 풍요와 임피향교, 채만식생가터 등 인문학의 정취가 있는길.",15.6,295분,공주산,,전라북도 군산시 나포면 나포리,깐치멀마을,군산시 성산면 깐치멀 1길 27,,공주산→나포삼거리→고상골마을→백인농장→불주사→망해산→축성산→축산제→임피초교(노성당)→임피향교(채만식도서관)→안흥마을→미산마을→서해황토방→깐치멀마을,063-454-3303,군산시,2021-07-26,,,4670000,전라북도 군산시
추사 유배길 - 2코스 인연의 길,추사의 편지. 차 등을 통해 추사의 인연을 떠올리는 길,8,3~4시간,제주추사관,제주특별자치도 서귀포시 대정읍 안성리 1661-1,,오설록,제주특별자치도 서귀포시 안덕면 신화역사로 15,,추사관 → 제주옹기박물관 → 곶자왈 → 오설록녹차밭,064-740-6000,제주관광정보센터,2021-10-14,,,6500000,제주특별자치도
추사 유배길 - 3코스 사색의 길,추사가 걸었던 사색의 길을 찾아 제주의 숨은 풍경을 느껴볼 수 있다.,10,4~5시간,대정향교,제주특별자치도 서귀포시 안덕면 향교로 165-17,,안덕계곡,제주특별자치도 서귀포시 안덕면 일주서로 1524,,대정향교 → 완당인보→ 산방산→ 안덕계곡,064-740-6000,제주관광정보센터,2021-10-14,,,6500000,제주특별자치도
천주교 순례길 - 김기량길,제주에 처음으로 믿음의 씨앗을 뿌린 김기량 펠릭스 베드로의 순례자길,9.3,3~4시간,조천성당,제주특별자치도 제주시 조천읍 조천2길 19,,순교현양비,제주특별자치도 제주시 조천읍 함덕리 940-2,,조천성당 → 연북정 → 신흥포구 → 서우봉 → 순교현양비,064-740-6000,제주관광정보센터,2021-10-14,,,6500000,제주특별자치도
천주교 순례길 - 김대건길,순례길을 걷는 자는 이곳 순례길을 걷는것 자체가 예배이며 또한 고산성당과 용수성지. 신창성당 에배에 함께 할 수 있다.,12.6,3~4시간,고산성당,제주특별자치도 제주시 한경면 칠전로 1,,신창성당,제주특별자치도 제주시 한경면 조수2길 10,,고산성당 → 수월봉 → 자구내포구 → 용수포구 → 신창성당,064-740-6000,제주관광정보센터,2021-10-14,,,6500000,제주특별자치도
천주교 순례길 - 신축화해길,제주 근현대사의 아픔인 4·3 그리고 신축교안의 역사적인 상처를 돌아보다,12.6,3~4시간,황사평성지,제주특별자치도 제주시 기와5길 117-22,,중앙성당,제주특별자치도 제주시 관덕로8길 14,,황사평성지 → 화북성당 → 별도봉 → 관덕정 → 중앙성당,064-740-6000,제주관광정보센터,2021-10-14,,,6500000,제주특별자치도
천주교 순례길 - 하논성당길,시작과 끝이 연결되 있음을 깨닫게 해주는 성찰의 길,10.6,3~4시간,서귀포성당,제주특별자치도 서귀포시 태평로 398,,이중섭거리,제주특별자치도 서귀포시 서귀동 512,,서귀포성당 → 하논생태길 → 솜반내 → 지장샘 → 이중섭거리,064-740-6000,제주관광정보센터,2021-10-14,,,6500000,제주특별자치도
제주불교성지 순례길 절로 가는길 - 지계의 길,한라산을 향해 걷는 성지순례길은 옛 선인들이 한라산을 올랐던 등산로이면서 단순히 땅위를 걷는 길이 아니라 선인들의 풍류와 그들이 추구했던 삶이 배어 있는 길,14.2,4~5시간,관음정사,제주특별자치도 제주시 서연길 10,,관음사,제주특별자치도 제주시 산록북로 660,,관음정사 → 오라선원 → 보문사 → 월정사 → 구암굴사 → 관음사,064-740-6000,제주관광정보센터,2021-10-14,,,6500000,제주특별자치도
도봉 역사문화 길(3코스-원통사길),가을에 걷고 싶은 길,7,3시간,도봉역,서울특별시 도봉구 도봉로170길 2 (도봉동),서울특별시 도봉구 도봉동 639,간송 옛집,서울특별시 도봉구 시루봉로 149-18 (방학동),서울특별시 도봉구 방학동 430,도봉역 → 무수골 주말농장 → 세월교 → 자현암 → 원통사 → 방학동 사지 → 간송 옛집,02-2091-2264,서울특별시 도봉구청,2019-09-30,,,3090000,서울특별시 도봉구
대청호오백리길 호반낭만길,연인과 함께 걷는 대청호의 낭만길로 대청호오백리길 4구간,10,5시간,윗말뫼,대전광역시 동구 대청호수로 719-16,대전광역시 동구 마산동 483번지,신상교,대전광역시 동구 회남로 79번길 118,대전광역시 동구 신상동 394-2,"대전 동구 말뫼(마산동 삼거리) → B지구 → “슬픈연가”드라마 촬영지 → 전망 좋은 곳→ 대청호반길(6-1) → 가래울 → 교촌 → 대청호 자연생태관 → 습지공원 → 추동 취수탑 → 대청호반길(6-2) → 황새바위 → 연꽃마을 → 원주산 → 상촌 → 고용골(상곡사, 송기수 묘) → 금성마을 삼거리 →  신선바위 → 엉고개 → 제방길 → 신상교 → 대전 동구 신산동 오리골",042-250-1237,대전마케팅공사,2017-01-19,,,B552816,대전마케팅공사
대청호오백리길 백골산성낭만길,갈대밭의 운치가 있는 대청호의 겨울이 이색적인 대청호오백리길 5구간,13,6시간,신상교,대전광역시 동구 회남로 79번길 118,대전광역시 동구 신상동 394-2,와정삼거리,충청북도 옥천군 군북면 방아실길,충북 옥천군 군북면 대정리 산27-1,대전 동구 신상동 오리골 버스종점 → 신상교 → 대청호반길(5-1) → 바깥아감 승강장 → 강살봉 → 백골산성(전망대) → 절골 승강장 → 꽃님이 식당 → 방축골 → 청주 절골 → 571번 도로 → 모래재 → 대전 동구 내탑동 와정 삼거리 (방아실 입구),042-250-1237,대전마케팅공사,2017-01-19,,,B552816,대전마케팅공사
대청호오백리길 대청로하스길,연인과 함께 추억을 쌓는 아름다운 산책길로 대청호오백리길 21구간,13,6시간30분,문의대교,충청북도 청주시 상당구 문의면 대청호반로,충북 청주시 상당구 문의면 덕유리 산 84-3,대청댐물문화관,대전광역시 대덕구 대청로 618-136 수자원공사홍보관,대전광역시 대덕구 미호동 1-10 대청댐휴게소 주차장,충북 청원군 문의면 덕유리 문의대교 → 구룡산 → 장승공원 → 하석리 → 조정지댐 → 대청호 로하스길 → 대청댐 → 대전시 대덕구 미호동 대청호 물문화관,042-250-1237,대전마케팅공사,2017-01-19,,,B552816,대전마케팅공사
팔공산올레길 1코스,북지장사 가는 길 (남녀노소 모두 가볍게 걷기 좋은 솔숲길),2.5,1시간 20분내외,시인의길,대구광역시 동구 팔공산로254길12-2,대구광역시 동구 도학동 648,북지장사,대구광역시 동구 도장길 243,대구광역시 동구 도학동 620,시인의길 - 돌집마당 - 방짜유기박물관 - 북지장사 - 북지장사 뒷길,053-662-4122,대구광역시 동구청,2021-05-25,,,3420000,대구광역시 동구
팔공산올레길 2코스,한실골 가는 길 (마을의 문화와 역사가 함께 어우러진 매력있는 길),11,3시간 30분내외,신숭겸장군유적지,대구광역시 동구 신숭겸길 17,대구광역시 동구 지묘동 526,파계사,대구광역시 동구 중대동 7,대구광역시 동구 도학동 620,신숭겸장군유적지 - 소원만디 - 전망대 - 열재 - 용진마을 - 노태우 전대통령 생가 - 팔공산순환도로 - 파계사,053-662-4122,대구광역시 동구청,2021-05-25,,,3420000,대구광역시 동구
팔공산올레길 3코스,부인사 도보길(정겨운 시골마을이 연상되는 길),10,3시간 30분,미곡동입구,,대구광역시 동구 미곡동 191-6,동화집단시설지구,,대구광역시 동구 용수동 37-1,미곡동 - 용수동당산-농연서당-팔공산순환도로 가로수길-동화집단시설지구,053-662-4122,대구광역시 동구청,2021-05-25,,,3420000,대구광역시 동구
팔공산올레길 4코스,평광동 왕건길 (도심속 농촌마을의 풍요롭고 따뜻한 정취가 담긴길),7.5,3시간,효자 강순항 나무,,대구광역시 동구 평광동 1189,평광동종점 버스정류장,,대구광역시 동구 평광동 1543-1,효자 강순항 나무-모영재-재바우공원-첨백당-평광종점 버스정류장,053-662-4122,대구광역시 동구청,2021-05-25,,,3420000,대구광역시 동구
제주 올레길 3코스 A,장장 19.9km에 걸친 중산간 길의 고즈넉함을 만끽할 수 있는 올레,19.9,6~7시간,온평포구,제주특별자치도 서귀포시 성산읍 환해장성로 498,,표선해비치해변 4코스 안내소 앞,제주특별자치도 서귀포시 표선면 민속해안로 631-45,,온평포구 → 신풍신천바다목장 → 배고픈다리 → 표선해비치해변,064-762-2190,제주올레사무국,2021-10-14,,,6500000,제주특별자치도
제주 올레길 2코스,성산리 광치기 해변에서 출발하여 고성. 대수산봉. 혼인지를 지나 온평리 바닷가까지 이어지는 올레,14.7,4~5시간,광치기 해변,제주특별자치도 서귀포시 성산읍 일출로 88-19,,온평포구,제주특별자치도 서귀포시 성산읍 환해장성로 498,,광치기해변 → 식산봉 → 족지물 → 오조리마을회관 → 대수산봉 → 혼인지 → 온평포구,064-762-2190,제주올레사무국,2021-10-14,,,6500000,제주특별자치도
제주 올레길 1-1코스,제주도에 딸린 62개의 섬 가운데 가장 크고 일년 내내 쪽빛 바다색을 자랑하는 우도의 절경을 만끽할 수 있는 코스,11.5,4~5시간,천진항. 하우목동항,제주특별자치도 제주시 우도면 우도해안길 352,,천진항. 하우목동항,제주특별자치도 제주시 우도면 우도해안길 352,,하우목동항 → 산물통입구 → 파평윤씨공원 → 하고수동해수욕장 → 연자마 → 우도봉 → 천진항,064-762-2190,제주올레사무국,2021-10-14,,,6500000,제주특별자치도
제주 올레길 1코스,제주올레에서 가장 먼저 열린 길. 오름과 바다가 이어지는 오름-바당 올레,15.1,4~5시간,시흥 초등학교 옆,제주특별자치도 서귀포시 성산읍 시흥상동로 113,,광치기 해변,제주특별자치도 서귀포시 성산읍 일출로 88-19 백기해녀의집,,시흥초등학교 → 말미오름 → 알오름 → 종달초등학교 → 종달리 옛 소금밭  →  목화휴게소 → 성산갑문입구 → 수마포 → 광치기해변,064-762-2190,제주올레사무국,2021-10-14,,,6500000,제주특별자치도
애월한담해안산책로,곽금올레길 이라고도 부르는 한담해안산책로는 한담공원에서 곽지과물해변까지 해안을 따라서 조성된 산책로,1.2,30분,애월한담공원,제주특별자치도 제주시 애월읍 곽지리 1359,,곽지과물해변,제주특별자치도 제주시 애월읍 곽지리 1565,,한담공원 → 곽지과물해변,064-740-6000,제주관광정보센터,2021-10-14,,,6500000,제주특별자치도
닭머르해안길,닭머르 해안길은 닭이 흙을 파헤치고 있는 형상을 하고 있다고 해서 붙여진 이름이며 또한 남생이못 이라고 불리는 습지. 공동목욕탕 등 조금은 낯선 경관이 함께 어우러진 겸손한 마음으로 걷는 해안누리길이다.,1.8,30뷴,닭머르입구,제주특별자치도 제주시 조천읍 신촌리 2408-1,,신촌리어촌계탈의장,제주특별자치도 제주시 조천읍 신촌리 2077-9,,닭머르입구 → 신촌리어촌계탈의장,064-740-6000,제주관광정보센터,2021-10-14,,,6500000,제주특별자치도
함라산둘레길,둘레길,20,8시간 10분,함라3부자집,전라북도 익산시 함라면 천남1길 13,전라북도 익산시 함라면 함열리 411-2,함라3부자집,전라북도 익산시 함라면 천남1길 13,전라북도 익산시 함라면 함열리 411-2,함라3부자집 → 2산림문화체험관 → 야생차군락지 → 입점리고분전시관 → 웅포  곰개나루 → 숭림사 → 함라3부자집,063-859-5438,익산시청 녹색환경과,2021-03-09,,,4680000,전라북도 익산시
용화산둘레길,둘레길,7,2시간 20분,서동공원,전라북도 익산시 금마면 고도9길 41-14,전라북도 익산시 금마면 동고도리 526,가람 이병기선생 생가,전라북도 익산시 여산면 원수리 573,전라북도 익산시 여산면 가람1길 64-8,"용화세상여는길(2㎞) : 서동공원 → 대나무숲길, 소세양신도비길(1.9㎞) : 대나무숲길 → 편백나무숲쉼터, 장보러가는길(3.1㎞) : 편백나무숲쉼터 → 이병기선생생가",063-859-5438,익산시청 녹색환경과,2021-03-09,,,4680000,전라북도 익산시
미륵산둘레길,둘레길,18,6시간 20분,미륵사지,전라북도 익산시 금마면 미륵사지로 362,전라북도 익산시 금마면 기양리 104-1,서동공원,전라북도 익산시 금마면 고도9길 41-14,전라북도 익산시 금마면 동고도리 526,"간재선생길(3.7㎞): 미륵사지 → 간재선생묘소, 아름다운순례길(2.7㎞): 미륵사지 → 간재선생묘소, 복숭아길(3.5㎞): 간재선생묘소 → 장암마을, 정정렬명창길(3.5㎞): 장암마을 → 미륵산성, 기준고성길(1.8㎞): 미륵산성 → 구룡마을, 대나무숲길(2.8㎞): 구룡마을 → 미륵사지",063-859-5438,익산시청 녹색환경과,2021-03-09,,,4680000,전라북도 익산시
무왕길,둘레길,18.4,6시간 20분,익산쌍릉,,전라북도 익산시 석왕동 산55,익산쌍릉,,전라북도 익산시 석왕동 산55,익산쌍릉→익산토성→미륵사지→구룡대나무숲→서동공원→고도리석불입상→왕궁리유적전시관→익산쌍릉,063-859-5438,익산시청 녹색환경과,2021-03-09,,,4680000,전라북도 익산시
양림동둘레길,사직공원의 자연 속에서 우리의 전통 문화재와 서양식 근대 건축물을 동시에 만나볼 수 있는 길,4.5,약2시간,정율성거리,광주광역시 남구 정율성로 16-7,광주광역시 남구 양림동 79,다형다방,"광주광역시 남구 제중로47번길 2 1,2층",광주광역시 남구 양림동 105-28,정율성거리→ 양림교회→ 오웬기념각→ 어비슨까페→ 이장우가옥→ 최승효가옥,062-607-3612,광주광역시 푸른도시사업소,2021-04-16,,,3610000,광주광역시 남구
평화누리길,"철책선, 한강, 애기봉전망대, 철새도래지 등",39000,총 11시간 50분       1코스 : 4시간         2코스 : 3시간20분   ,대명항,경기도 김포시 대곶면 대명항1로 190,경기도 김포시 대곶면 대명리 551-5,전류리포구,경기도 김포시 하성면 금포로 1915번길37-10,경기도 김포시 하성면 전류리 72-1,평화누리길 1~3코스로 구성,031-5186-4031,경기도 김포시청,2021-05-21,,,4090000,경기도 김포시
둘레길1구간,"백운산권의 다양한 탐방자원, 문화, 경관자원 등 산림복지 제공",10.86,4시간,1구간시작,,전라남도 광양시 옥룡면 추산리 424,1구간종료,,전라남도 광양시 옥룡면 동곡리 산136,옥룡면 옥룡사지~ 옥룡면 논실,061-797-2884,전라남도 광양시청,2021-05-11,,,4840000,전라남도 광양시
산달도 해안일주길,산달도 선착장에서 일주를 시작하는 코스로 기존의 해안도로를 따라 걷는 길과 마을 뒤 등산로를 이용한 코스로 산달연륙교 및 거제 서쪽 해안변을 감상할 수 있는 코스,11,5시간,산달도선착장,경상남도 거제시 거제면 산달길 620,경상남도 거제시 거제면 법동리 181-2,산달도선착장,경상남도 거제시 거제면 산달길 507,경상남도 거제시 거제면 법동리 9-1,산달연륙교-산전마을-실리마을-산후마을-산달연륙교 산전마을-펄개재-할묵재-산후마을,055-639-4354,경상남도 거제시청,2021-08-11,,,5370000,경상남도 거제시
대금산진달래길(등산),대금산 등산로를 따라 진달래 군락지를 지나 대금산 정상으로 이르는 코스로 거가대교 및 해안 뷰를 즐길 수 있는 코스,3.8,2시간40분,외포임도삼거리,,경상남도 거제시 장목면 외포리 378-1,율천고개(주차장),,경상남도 거제시 연초면 명동리 97-1,외포임도삼거리-시루봉-진달래군락지-대금산정상-율천임도삼거리-율천고개(주차장),055-639-4354,경상남도 거제시청,2021-08-11,,,5370000,경상남도 거제시
대금산진달래길(트레킹),외포마을을 시작으로 명동마을로 이르는 코스로 대부분 임도길로 되어 있으며 진달래 군락지를 지나 대금상 정상으로 이르는 코스로 누구나 걷기 좋은 코스,6.6,4시간40분,명동마을입구,,경상남도 거제시 연초면 명동리 106-21,외포임도삼거리,,경상남도 거제시 장목면 외포리 378-1,명동마을입구-헬기장삼거리-율천임도삼거리-대금산정상-헬기장삼거리-외포임도삼거리,055-639-4354,경상남도 거제시청,2021-08-11,,,5370000,경상남도 거제시
제주불교성지 순례길 절로 가는길 - 정진의 길,수려한 경관을 따라 산림휴양과 생태체험. 그리고 일제 강점기와 4·3의 아픈 역사를 돌아보며 옛 사람들의 삶을 돌아보고 나는 누구인가 하는 나의 참모습을 찾아나서는 길,18.6,5~6시간,존자암,제주특별자치도 서귀포시 하원동 산 1-1,,선덕사,제주특별자치도 서귀포시 상효동 1156-6,,존자암 → 법정사 → 남국선원 → 선덕사,064-740-6000,제주관광정보센터,2021-10-14,,,6500000,제주특별자치도
제주불교성지 순례길 절로 가는길 - 보시의 길,해안가를 중심으로 해서 제주역사 속에서 불교가 어떻게 뿌리내리게 되었는지 그 과정을 추측해 볼 수 있는 불교 역사적테마가 있는 성지순례길,42.9,15~16시간,대원정사,제주특별자치도 제주시 애월읍 수산곰솔길 56,,불탑사,제주특별자치도 제주시 원당로16길 41,,대원정사 → 법장사 → 월령사 → 장안사 → 제주항 → 불탑사,064-740-6000,제주관광정보센터,2021-10-14,,,6500000,제주특별자치도
제주불교성지 순례길 절로 가는길 - 인욕의 길,존자의 신행-나한존자와 발타라존자를 친견하기 위한 길,21,6~7시간,관음사,제주특별자치도 제주시 산록북로 660,,존자암,제주특별자치도 서귀포시 하원동 산 1-1,,관음사 → 천왕사 → 어리목 → 윗세오름 → 존자암,064-740-6000,제주관광정보센터,2021-10-14,,,6500000,제주특별자치도
대청호오백리길 두메마을길,다양한 교육과 체험을 할 수 있는 대청호오백리길 1구간,21.3,6시간,대청댐물문화관,대전광역시 대덕구 대청로 618-136 수자원공사홍보관,대전광역시 대덕구 미호동 1-10 대청댐휴게소 주차장,두메마을,대전 대덕구 대청호수로 1326번길 97(이현동),대전광역시 대덕구 이현동 187번지,대전시 대덕구 미호동 대청댐 물문화관 → 숫고개 → 제 1보조댐 → 미호동산성(지명산) → 비상여수로댐 → 삼정동(이촌·강촌마을) → 민평기 가옥 → 덕골 → 갈전동 송강식당 → 대전 대덕구 이현동 (배고개 :두메마을),042-250-1237,대전마케팅공사,2017-01-19,,,B552816,대전마케팅공사
대청호오백리길 찬샘마을길,매화향기가 가득한 아름다운 봄길이 이색적인 대청호오백리길 2구간,10,5시간,두메마을,대전 대덕구 대청호수로 1326번길 97(이현동),대전광역시 대덕구 이현동 187번지,냉천버스종점,대전광역시 동구 냉천로 445,대전광역시 동구 직동 산 39-3번지,대전시 대덕구 이현동 (배고개 : 두메마을) → 호반길 → 찬샘마을(아랫피골) → 대청호반길(3-2) → 부수동 → 전망대 → 성치산성 → 윗피골(성황당고개) → 찬샘정 → 대전 동구 직동 냉천버스 종점,042-250-1237,대전마케팅공사,2017-01-19,,,B552816,대전마케팅공사
대청호오백리길 호반열녀길,아이들과 함께하는 다양한 유적여행이 가능한 대청호오백리길 3구간,12,5시간30분,냉천버스종점,대전광역시 동구 냉천로 445,대전광역시 동구 직동 산 39-3번지,윗말뫼,대전광역시 동구 대청호수로 719-16,대전광역시 동구 마산동 483번지,대전 동구 직동 냉천버스 종점 → 양구례 → 사슴골 입구 →  마산동산성 →  전망대 →  옛 농로→ 148봉 → 전망대 → 사슴골 → 묘지길 → 고흥 류씨 묘소 → 은골(관동묘려) →  은골길 → 미륵원 → 냉천길 삼거리 → 윗말뫼 → 대전 동구  말뫼(마산동 삼거리),042-250-1237,대전마케팅공사,2017-01-19,,,B552816,대전마케팅공사
옥류천이야기길(동축사길),울산에서 가장 오래된 사찰인 동축사의 이야기를 따라 걸어가는 길,5.5,2시간 30분,옥류천 입구,,울산광역시 동구 동부동 425-1,옥류천 입구,,울산광역시 동구 동부동 425-1,옥류천 입구→도린자기→바람골→메뚜깔돌→동축사→옥류천 입구,052-209-3363,울산광역시 동구청,2021-09-27,,,6310000,울산광역시
해파랑길9구간,아름다운 자연과 산업화된 도시가 어우러진 울산의 본모습을 감상할 수 있는 코스다.,19.3,6시간 30분,일산해수욕장,,울산광역시 동구 일산동 1000,정자항,,울산광역시 북구 정자동 669-3,일산해수욕장→현대중공업→주전봉수대→주전몽돌해변→강동축구장→정자항,052-209-3363,울산광역시 동구청,2021-09-27,,,6310000,울산광역시
대왕암길,대한민국 해안누리길 중 하나로 우리나라 해안길의 운치와 각양각색의 바위들의 이야기를 한껏 느낄 수 있는 노선이다.,4,1시간 30분,대왕암공원관리사무소,울산광역시 동구 등대로 95,울산광역시 동구 일산동 901-8,슬도,울산광역시 동구 성끝길,울산광역시 동구 방어동 948-1,대왕암공원관리사무소→안막구지기→해맞이전망대→대왕암→고동섬전망대→슬도등대,052-209-3750,울산광역시 동구청,2021-09-27,,,6310000,울산광역시
옥류천이야기길(소나무숲길),아름드리 소나무와 울산테마식물수목원 등 생태탐방코스,4.8,2시간,옥류천 입구,,울산광역시 동구 동부동 425-1,옥류천 입구,,울산광역시 동구 동부동 425-1,옥류천 입구→소직골→울산테마식물수목원→쇠평마을→전망대→마골산삼거리→거북바위→송구방골→옥류천 입구,052-209-3363,울산광역시 동구청,2021-09-27,,,6310000,울산광역시
옥류천이야기길(소망길),소망과 간절함이 담긴 아름답고 기이한 바위탐방코스,4.6,1시간 50분,남목고등학교,울산광역시 동구 방어진순환도로 1200,울산광역시 동구 서부동 728,남목고등학교,울산광역시 동구 방어진순환도로 1200,울산광역시 동구 서부동 728,남목고등학교→무적골→해골바위→염포정→느메→절재→남장사→불당골→남목고등학교,052-209-3363,울산광역시 동구청,2021-09-27,,,6310000,울산광역시
학성 역사체험 탐방길,울산의 역사를 탐방하는 도보여행길,6,2시간 30분,학성교,울산광역시 중구 내황6길 6,,학성제2공원,울산광역시 중구 계변로 6,,학성교→태화강→충의사→구강서원→학성제2공원,052-290-3690,울산광역시 중구청,2021-09-27,,,6310000,울산광역시
삼다수숲길 1코스,제주삼다수숲길은 벌목이나 숯 만들기 등 제주도민의 산림이용문화를 엿볼 수 있는 곳이다.,5.2,1~2시간,삼다수숲길 입구,제주특별자치도 제주시 조천읍 교래리 614,,삼다수숲길 출구,제주특별자치도 제주시 조천읍 교래리 670-7,,삼다수숲길 입구 → 삼다수숲길 출구,064-740-6000,제주관광정보센터,2021-10-14,,,6500000,제주특별자치도
삼다수숲길 2코스,제주삼다수숲길은 벌목이나 숯 만들기 등 제주도민의 산림이용문화를 엿볼 수 있는 곳이다.,8.2,2~3시간,삼다수숲길 입구,제주특별자치도 제주시 조천읍 교래리 614,,삼다수숲길 출구,제주특별자치도 제주시 조천읍 교래리 670-7,,삼다수숲길 입구 → 반환점 → 삼다수숲길 출구,064-740-6000,제주관광정보센터,2021-10-14,,,6500000,제주특별자치도
제주기독교순례길 1코스 순종의 길,내 영혼의 길. 순례자의 길,14.2,4~5시간,금성교회,제주특별자치도 제주시 애월읍 금성하안길 3,,협재교회,제주특별자치도 제주시 한림읍 협재8길 8,,금성교회 → 이도종 목사 생가 → 한림해안길 → 협재교회,064-740-6000,제주관광정보센터,2021-10-14,,,6500000,제주특별자치도
제주기독교순례길 2코스 순교의 길,내 영혼의 길. 순례자의 길,23,6~7시간,협재교회,제주특별자치도 제주시 한림읍 협재8길 8,,이도종목사 순교터,제주특별자치도 서귀포시 대정읍 무릉리 산 65-6,,협재교회 → 저지오름 → 평화박물관 → 이도종목사 순교터,064-740-6000,제주관광정보센터,2021-10-14,,,6500000,제주특별자치도
제주기독교순례길 3코스 사명의 길,내 영혼의 길. 순례자의 길,21.4,6~7시간,조수교회,제주특별자치도 제주시 한경면 조수3길 7,,조남수목사 공덕비,제주특별자치도 서귀포시 대정읍 동일리 2998-2,,조수교회 → 순례자의 교회 → 용수포구 → 조남수목사 공덕비,064-740-6000,제주관광정보센터,2021-10-14,,,6500000,제주특별자치도
제주기독교순례길 4코스 화해의 길,내 영혼의 길. 순례자의 길,11.3,3~4시간,이도종목사순교터,제주특별자치도 서귀포시 대정읍 무릉리 산 65-6,,조남수목사 공덕비,제주특별자치도 서귀포시 대정읍 동일리 2998-2,,이도종목사순교터 → 대정교회 → 모슬봉 → 조남수목사 공덕비,064-740-6000,제주관광정보센터,2021-10-14,,,6500000,제주특별자치도
추사 유배길 - 1코스 집념의 길,추사 김정희의 삶 절망속에서도 부단한 노력으로 학문을 연구하고 닦은 발자취 학자적인 면모를 확인할 수 있는 집념의 길을 되돌아본다.,8,3~4시간,제주추사관,제주특별자치도 서귀포시 대정읍 안성리 1661-1,,제주추사관,제주특별자치도 서귀포시 대정읍 안성리 1661-1,,추사관 → 정난주 마리아 묘 → 세미물 → 대정향교 → 추사관,064-740-6000,제주관광정보센터,2021-10-14,,,6500000,제주특별자치도
비슬산둘레길 2구간,옥연지송해공원 둘레길,11,3시간,옥포읍 소계정,대구광역시 달성군 옥포읍 기세리 714,대구광역시 달성군 옥포읍 옥포로57길 25-15,유가사,대구광역시 달성군 유가읍 유가사길 151,대구광역시 달성군 유가읍 양리 산 3-8,옥포읍 소계정 → 유가읍 유가사,053-668-3764,대구광역시 달성군청,2021-07-26,,,3480000,대구광역시 달성군
비슬산둘레길 3구간,유가테크노길,8.3,2시간,유가사,대구광역시 달성군 유가읍 유가사길 151,대구광역시 달성군 유가읍 양리 산 3-8,유곡1리 마을회관,,대구광역시 달성군 유가읍 유곡리 303-4,유가읍 유가사 → 유가읍 유곡1리 마을회관,053-668-3764,대구광역시 달성군청,2021-07-26,,,3480000,대구광역시 달성군
비슬산둘레길 4구간,석새미송림길,5.1,3시간,유곡1리 마을회관,,대구광역시 달성군 유가읍 유곡리 303-4,용고개,,대구광역시 달성군 유가읍 가태리 산 29,유가읍 유곡1리 마을회관 → 용고개(창녕군 경계),053-668-3764,대구광역시 달성군청,2021-07-26,,,3480000,대구광역시 달성군
비슬산둘레길 7구간,우록백합나무길,3.7,3시간,목백합군락지,,대구광역시 달성군 가창면 우록리 산 117,녹동서원,,대구광역시 달성군 가창면 우록리 581-5,목백합군락지(청도군 경계) → 가창면 녹동서원,053-668-3764,대구광역시 달성군청,2021-07-26,,,3480000,대구광역시 달성군
비슬산둘레길 8구간,가창은행나무길,9.7,3시간,녹동서원,,대구광역시 달성군 가창면 우록리 581-5,가창면사무소,,대구광역시 달성군 가창면 용계리 565-88,가창면 녹동서원 → 가창면사무소,053-668-3764,대구광역시 달성군청,2021-07-26,,,3480000,대구광역시 달성군
황금들판(하이킹)길,대장동 황금들판 길 체험,13,4,긴둥다리,,경기도 부천시 오정동 35-1,변종인 신도비,경기도 부천시 수주로 62,경기도 부천시 고강동 316,긴둥다리-자전거문화센터-먼마루도당우물-변종인신도비,032-625-3579,경기도 부천시청 녹지과,2021-07-29,,,3860000,경기도 부천시
