관리번호,인허가일자,인허가취소일자,영업상태구분코드,폐업일자,휴업시작일자,재개업일자,야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,부지면적,건축연면적,시설면적,문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,보험기관명,건물용도명,지상층수,지하층수,객실수,보험시작일자,보험종료일자,1일최대수용인원수,주차장면수,편의시설,안전시설,기타부대시설,이용시간,이용요금,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
,,,,,,,천등산캠핑장,자동차야영장,37.0731304416,128.0382727142,충청북도 충주시 산척면 삼여울길 108,충청북도 충주시 산척면 명서리 512-2,043-857-0911,54,,,,,,,,,,,,,,,,216,,"화장실, 샤워실, 개수대, 매점","소화기, 방송장비, 게시물, 대피공간",,,25000~30000,043-850-6742,충주시청 관광과,2019-04-01,4390000,충청북도 충주시
,,,,,,,팔봉글램핑,야영장,36.900127,127.9238385153,충청북도 충주시 대소원면 팔봉향산길 19,충청북도 충주시 대소원면 문주리 42-1,043-855-8085,13,,,,,,,,,,,,,,,,52,,"화장실, 샤워실, 바비큐장, 물놀이장, 매점","소화기, 방송장비, 게시물, 대피공간",,,,043-850-6742,충주시청 관광과,2019-04-01,4390000,충청북도 충주시
,,,,,,,초원오토캠핑장,야영장,37.0398120958,127.8167428,충청북도 충주시 중앙탑면 감노로 2003,충청북도 충주시 중앙탑면 하구암리 671,043-000-0000,23,,,,,,,,,,,,,,,,92,,"화장실, 샤워실, 개수대, 매점, 물놀이장, 탁구장, 골프연습장","소화기, 방송장비, 게시물, 대피공간",,입:13:00퇴:12:00,30000~35000,043-850-6742,충주시청 관광과,2019-04-01,4390000,충청북도 충주시
,,,,,,,행복숲체험원오토캠핑장,야영장,37.0283248590,127.7525206436,충청북도 충주시 노은면 우성1길 191,충청북도 충주시 노은면 문성리 산68,043-850-7345,12,,,,,,,,,,,,,,,,48,,"화장실, 샤워실, 개수대, 산책로, 물놀이장","소화기, 방송장비, 게시물, 대피공간",,입:14:30퇴:11:30,20000~30000,043-850-6742,충주시청 관광과,2019-04-01,4390000,충청북도 충주시
,,,,,,,월악산공이동,야영장,36.8851734865,128.0369333224,충청북도 충주시 살미면 공이송정2길 19,충청북도 충주시 살미면 공이리 448-1,043-851-5558,15,,,,,,,,,,,,,,,,60,,"화장실, 개수대, 샤워실, 매점, 체험농원, 도서관","소화기, 방송장비, 게시물, 대피공간",,입:10:00퇴:12:00,30000,043-850-6742,충주시청 관광과,2019-04-01,4390000,충청북도 충주시
,,,,,,,충주카누캠핑장,야영장,36.975814,128.0209167692,충청북도 충주시 동량면 지등로 1276-4,충청북도 충주시 동량면 화암리 340,043-000-0000,12,,,,,,,,,,,,,,,,48,,"화장실, 샤워실","게시물, 소화기, 대피공간",,입:14:00퇴:12:00,40000~50000,043-850-6742,충주시청 관광과,2019-04-01,4390000,충청북도 충주시
,,,,,,,열린캠핑장,야영장,37.1079861730,127.7245482023,충청북도 충주시 앙성면 와평2길 8,충청북도 충주시 앙성면 지당리 240,043-000-0000,27,,,,,,,,,,,,,,,,108,,"화장실, 개수대, 샤워실, 매점, 배드민턴장, 탁구장, 놀이터","소화기, 방송장비, 게시물, 대피공간",,입:13:00퇴:12:00,40000,043-850-6742,충주시청 관광과,2019-04-01,4390000,충청북도 충주시
,,,,,,,멤피스글램핑,야영장,36.913494,128.0669714484,충청북도 충주시 살미면 월악로 1229,충청북도 충주시 살미면 신당리 128,043-851-1185,16,,,,,,,,,,,,,,,,64,,"화장실, 개수대, 샤워실, 매점, 라운지,","소화기, 방송장비, 게시물, 대피공간",,입:15:00퇴:11:00,66000~286000,043-850-6742,충주시청 관광과,2019-04-01,4390000,충청북도 충주시
,,,,,,,소나무숲아래,야영장,36.8238639642,128.0898596226,충청북도 충주시 수안보면 미륵리사지길 29,충청북도 충주시 수안보면 미륵리 206-2,043-000-0000,16,,,,,,,,,,,,,,,,64,,"화장실, 개수대, 샤워실, 매점","소화기, 방송장비, 게시물, 대피공간",,,,043-850-6742,충주시청 관광과,2019-04-01,4390000,충청북도 충주시
,,,,,,,대호레져글램핑,야영장,37.009091,128.0490441,충청북도 충주시 동량면 미라실로 691,충청북도 충주시 동량면 지동리 807-1,043-852-4118,10,,,,,,,,,,,,,,,,40,,"화장실, 개수대, 샤워실, 매점, 물놀이장","소화기, 방송장비, 게시물, 대피공간",,,,043-850-6742,충주시청 관광과,2019-04-01,4390000,충청북도 충주시
,,,,,,,햇살아래캠핑장,야영장,36.9233261984,127.8602150193,충청북도 충주시 대소원면 창현로 809,충청북도 충주시 대소원면 탄용리 193,043-857-6131,20,,,,,,,,,,,,,,,,80,,"화장실, 개수대, 샤워실, 매점, 물놀이장, 운동장","소화기, 방송장비, 게시물, 대피공간",,,30000,043-850-6742,충주시청 관광과,2019-04-01,4390000,충청북도 충주시
,,,,,,,다릿재농원캠핑장,야영장,37.114041,127.9724062139,충청북도 충주시 산척면 밀목길 109-13,충청북도 충주시 산척면 송강리 765-4,1600-3183,18,,,,,,,,,,,,,,,,72,,"화장실, 샤워실, 개수대","소화기, 방송장비, 게시물, 대피공간",,,18000~33000,043-850-6742,충주시청 관광과,2019-04-01,4390000,충청북도 충주시
,,,,,,,밤별캠핑장,야영장,37.1546799004,127.7272134344,충청북도 충주시 앙성면 모점1길 229,충청북도 충주시 앙성면 모점리 169-8,070-8098-7111,49,,,,,,,,,,,,,,,,196,,"화장실, 샤워실, 개수대, 매점, 물놀이장","소화기, 방송장비, 게시물, 대피공간",,,35000~70000,043-850-6742,충주시청 관광과,2019-04-01,4390000,충청북도 충주시
,,,,,,,계명산나무숲길캠핑장,야영장,37.0068076327,127.9585136248,충청북도 충주시 절골길 132,충청북도 충주시 용탄동 436,043-855-3378,21,,,,,,,,,,,,,,,,84,,"화장실, 개수대, 샤워실, 매점, 물놀이장, 농어촌체험","소화기, 방송장비, 게시물, 대피공간",,입:14:00퇴:12:00,40000~60000,043-850-6742,충주시청 관광과,2019-04-01,4390000,충청북도 충주시
,,,,,,,충주탄금호캠핑리조트,야영장,37.0230825644,127.8619229,충청북도 충주시 중앙탑면 중앙탑길 150,충청북도 충주시 중앙탑면 탑평리 117,031-932-8188,30,,,,,,,,,,,,,,,,120,,"화장실, 개수대, 샤워실, 바비큐장","소화기, 방송장비, 게시물, 대피공간",,,100000~250000,043-850-6742,충주시청 관광과,2019-04-01,4390000,충청북도 충주시
,,,,,,,큰집글램핑,야영장,37.069083,127.7050438611,충청북도 충주시 노은면 대덕길 258-7,충청북도 충주시 노은면 대덕리 367,043-853-0361,5,,,,,,,,,,,,,,,,20,,"화장실, 개수대, 샤워실, 매점, 물놀이장, 농어촌체험","소화기, 방송장비, 게시물, 대피공간",,,80000~150000,043-850-6742,충주시청 관광과,2019-04-01,4390000,충청북도 충주시
,,,,,,,나봄야영장,야영장,35.7026077,127.5109769,전라북도 장수군 천천면 남양리 299-2,전라북도 장수군 천천면 남양리 299-2,063-353-8880,1,3901,281,,,,,,,,,,,,,,60,14,"상하수도, 전기시설, 화장실, 취사시설, 샤워실","소화기, 확성기등 방송장비, 안전게시물, 대피공간, 관리요원, 카라반연기감지기, 누전차단기",카라반 14개,1박,업체문의,063-350-2347,전라북도 장수군청,2020-04-02,4750000,전라북도 장수군
,,,,,,,광교호수공원 가족캠핑장,야영장,37.27499177,127.0652655,경기도 수원시 영통구 광교호수로 57(하동),경기도 수원시 영통구 하동 1023,031-548-0075,33,,,,,,,,,,,,,,,,120,,세척장+화장실+샤워실+전기시설,소화기,,14시 ~ 익일 11시,"오토캠핑 25,000 / 캐러번 100,000",031-548-0075,수원도시공사,2020-04-02,3740000,경기도 수원시
,,,,,,,숲속가든캠핑장,야영장,34.97781846,128.1332833,경상남도 사천시 사남면 삼상로 820,경상남도 사천시 사남면 계양리 383-6,055-854-2224,15,,519.54,,,,,,,,,,,,,,80,30,"화장실, 방갈로, 식당,상수도시설, 하수도시설, 전기시설","안전펜스, 소화기 등",수영장,상세확인요망,상세확인요망,055-831-2725,사천시 관광진흥과,2020-03-05,5340000,경상남도 사천시
,,,,,,,솔섬오토캠핑장,자동차야영장,34.98763434,127.965791,경상남도 사천시 서포면 토끼로 245-29,경상남도 사천시 서포면 비토리 283-14,055-854-0404,30,,235.74,,,,,,,,,,,,,,128,32,"전기시설, 화장실, 공동바비큐실","안전펜스, 소화기 등",이동식 물놀이시설,14:00~익일12:00,상세확인요망,055-831-2725,사천시 관광진흥과,2020-03-05,5340000,경상남도 사천시
,,,,,,,구룡자동차야영장,자동차야영장,37.408612535,128.04603335,,강원도 원주시 소초면 학곡리 920,033-740-9912,68,5500,,,,,,,,,,,,,,,272,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,금대에코힐링캠핑장,자동차야영장,37.2932764,128.0181568,강원도 원주시 판부면 영원산성길 372,강원도 원주시 판부면 금대리 1333-4,033-740-9912,50,22100,,,,,,,,,,,,,,,200,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,한울오토캠핑장,자동차야영장,37.2375384,128.1619101,강원도 원주시 신림면 신림황둔로 1032,,000-0000-0000,62,21500,,,,,,,,,,,,,,,248,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,산사랑 글램핑,자동차야영장,37.4268543,128.0572254,강원도 원주시 소초면구룡사로 127,,033-733-7770,18,4654,,,,,,,,,,,,,,,72,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,호호캠핑장,자동차야영장,37.2518094,128.0824325,강원도 원주시 신림면 무시정길 16,,000-0000-0000,12,1686,,,,,,,,,,,,,,,48,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,한스캠핑장,자동차야영장,37.2549774,128.1784514,강원도 원주시 신림면 신림황둔로 1072,,033-766-7930,59,7497,,,,,,,,,,,,,,,172,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,매봉힐링쉼터오토캠핑장,자동차야영장,37.2606042,128.1385423,강원도 원주시 신림면 창촌길 132,강원도 원주시 신림면 황둔리 1623,033-761-2282,25,5573,,,,,,,,,,,,,,,100,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,장터추어탕캠핑장,자동차야영장,37.3996611899,127.844714434,강원도 원주시 지정면 월송석화로 396-1,,000-0000-0000,20,7179,,,,,,,,,,,,,,,80,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,감악산 캠핑숲,야영장,37.2494432,128.1402329,강원도 원주시 신림면 신림황둔로 714,강원도 원주시 신림면 황둔리 1540-2,033-766-3233,60,5254,,,,,,,,,,,,,,,240,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,캄파슬로우캠핑장,야영장,37.2732621,127.9494977,,강원도 원주시 판부면 서곡리 1728-2,000-0000-0000,9,790,,,,,,,,,,,,,,,36,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,A&J오토캠핑장,야영장,37.3465984,127.8119813,강원도 원주시 지정면 지정로 717,,033-733-7177,14,2500,,,,,,,,,,,,,,,56,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,행복빌리지캠핑장,야영장,37.2620108,128.1918883,강원도 원주시 신림면 신림황둔로 662,,000-0000-0000,40,2400,,,,,,,,,,,,,,,160,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,황학동캠핑장,야영장,37.2086802,128.0453458,강원도 원주시 신림면 구학산로 1456-6,,000-0000-0000,16,4147,,,,,,,,,,,,,,,64,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,강원도힐링캠핑장,야영장,37.245665,128.1577564,강원도 원주시 신림면 재사동길 10-38,,000-0000-0000,13,3870,,,,,,,,,,,,,,,52,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,한다리골야영장,야영장,37.4259522,128.064903,강원도 원주시 소초면 백교길 84-11,,000-0000-0000,30,3332,,,,,,,,,,,,,,,120,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,치악신림오토캠핑장,야영장,37.2622336,128.0847071,강원도 원주시 신림면 성남로 194,,000-0000-0000,45,6535,,,,,,,,,,,,,,,180,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,구룡레저타운야영장,야영장,37.4405187,128.0535520,강원도 원주시 소초면 치악로 3403,,033-732-0995,27,2962,,,,,,,,,,,,,,,108,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,물가애 캠핑장,야영장,37.4616725326,127.899678782,강원도 원주시 호저면 칠봉로 840-74,강원도 원주시 호저면 용곡리 311,000-0000-0000,12,1995,,,,,,,,,,,,,,,48,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,피노키오관광농원야영장,야영장,37.2585698,128.1644196,,강원도 원주시 신림면 황둔리 918-6,000-0000-0000,35,2043,,,,,,,,,,,,,,,80,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,원주두리캠핑장,야영장,37.2486455,128.1690827,강원도 원주시 신림면 신림황둔로 974,,000-0000-0000,16,2713,,,,,,,,,,,,,,,64,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,아리울캠핑장,야영장,37.2378853207,128.164024351,강원도 원주시 신림면 재사동길 143,강원도 원주시 신림면 황둔리 1038,000-0000-0000,17,996,,,,,,,,,,,,,,,68,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,구학리 산채관광 마을,야영장,37.2107008,128.0638119,강원도 원주시 신림면 구학산로 1624,,000-0000-0000,17,10,,,,,,,,,,,,,,,68,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,오크밸리 카라반,야영장,37.4096802,127.8070143,강원도 원주시 지정면 오크밸리2길 38,강원도 원주시 지정면 판대리 577-7,070-4858-4653,20,3300,,,,,,,,,,,,,,,80,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,오크캠핑,야영장,37.3847406,127.8602453,강원도 원주시 지정면 송정로 2-1,,033-733-2253,24,11640,,,,,,,,,,,,,,,96,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,호연지기 관광농원,야영장,37.2524587,128.0823721,강원도 원주시 신림면 무시정길 22,,033-763-9139,14,1686,,,,,,,,,,,,,,,56,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,진밭골향기관광농원 야영장,야영장,37.3437428,127.7713854,강원도 원주시 문막읍 취병로 638-3,,000-0000-0000,13,2115,,,,,,,,,,,,,,,52,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,피노키오 자연휴양림 야영장,야영장,37.2599457,128.1638014,강원도 원주시 신림면 소야1길 72(황둔리),,000-0000-0000,27,4809,,,,,,,,,,,,,,,108,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,마루노리,야영장,37.3810756,127.7920131,강원도 원주시 지정면 지정로 1234,강원도 원주시 지정면 판대리 425,000-0000-0000,19,5227,,,,,,,,,,,,,,,76,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,아빠의 캠핑장,야영장,37.2472400864,128.1571580218,강원도 원주시 신림면 신림황둔로 854-2,강원도 원주시 신림면 황둔리 1229-3,000-0000-0000,14,1866,,,,,,,,,,,,,,,56,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,돼지문화원 카라반,야영장,37.3902963,127.8684282,강원도 원주시 지정면 송정로 130,,070-8299-0372,3,1830,,,,,,,,,,,,,,,12,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,원주참숯가마캠핑장(도도캠프),야영장,37.2640649,128.202795636,강원도 원주시 신림면 솔치로 88,,000-0000-0000,31,19834,,,,,,,,,,,,,,,124,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,산노리캠핑장,야영장,37.244283,128.1652163,강원도 원주시 신림면 재사동길 50,강원도 원주시 신림면 황둔리 1000,000-0000-0000,14,6224,,,,,,,,,,,,,,,56,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,생각속의 집,야영장,37.3718617,127.8042884,강원도 원주시 지정면 삼태울길 32,,000-0000-0000,10,1174,,,,,,,,,,,,,,,40,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,VIP레저타운,야영장,37.3892350,127.7839463,강원도 원주시 지정면 지정로 1393,,031-774-7771,13,1535,,,,,,,,,,,,,,,52,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,간현관광지 캠핑장,야영장,37.3651583,127.8321423,강원도 원주시 지정면 소금산길 12,,033-737-4765,69,9283,,,,,,,,,,,,,,,276,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,달콤이네 캠핑장,야영장,37.3111808,127.800638,강원도 원주시 문막읍 취병로 106,,000-0000-0000,11,7939,,,,,,,,,,,,,,,44,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
,,,,,,,돌산캠핑장,야영장,37.8110263,126.8419542,경기도 파주시 광탄면 산수골길 151-68,경기도 파주시 광탄면 방축리 429-10번지,000-0000-0000,24,,,,,,,,,,,,,,,,0,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,초리 포레스트,야영장,37.937544,126.870711,경기도 파주시 법원읍 초리골길 456-55,경기도 파주시 법원읍 법원리 37-2번지,000-0000-0000,5,,,,,,,,,,,,,,,,0,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,파주쇠꼴마을고고캠핑장,야영장,37.937544,126.870711,경기도 파주시 법원읍 금곡리 321-32번지,경기도 파주시 법원읍 금곡리 321-32번지,000-0000-0000,18,,,,,,,,,,,,,,,,0,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,평화누리캠핑장,자동차야영장,37.937544,126.870711,경기도 파주시 문산읍 마정리 1153-3번지,경기도 파주시 문산읍 마정리 1153-3번지,000-0000-0000,150,,,,,,,,,,,,,,,,0,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,와룡자연휴양림일반야영장,야영장,35.6762177613,127.4772192026,전라북도 장수군 천천면 비룡로 632,전라북도 장수군 천천면 비룡리 산84-2,063-353-1404,68,5160,499.5,,,,,,,,,,,,,,272,68,"상하수도, 화장실, 취사시설, 샤워실","소화기, 확성기등 방송장비, 안전게시물, 대피공간, 관리요원",평상,1박,"15,000",063-350-2471,전라북도 장수군청,2020-04-02,4750000,전라북도 장수군
,,,,,,,와룡자연휴양림자동차야영장,자동차야영장,35.6762177613,127.4772192026,전라북도 장수군 천천면 비룡로 632,전라북도 장수군 천천면 비룡리 산84-2,063-353-1404,18,2800,176.98,,,,,,,,,,,,,,180,18,"상하수도, 전기시설, 화장실, 취사시설, 샤워실","소화기, 확성기등방송장비, 안전게시물, 대피공간, 관리요원",,1박,"35,000",063-350-2471,전라북도 장수군청,2020-04-02,4750000,전라북도 장수군
,,,,,,,장수방화동가족휴가촌자동차야영장,자동차야영장,35.5906417917,127.5268760504,전라북도 장수군 번암면 방화동로 778,전라북도 장수군 번암면 사암리 625번지,063-353-0855,65,11130,222,,,,,,,,,,,,,,260,65,"상하수도, 전기시설, 화장실, 취사시설, 샤워실","소화기, 확성기등방송장비, 안전게시물, 대피공간, 관리요원",,1박,"15,000",063-350-2471,전라북도 장수군청,2020-04-02,4750000,전라북도 장수군
,,,,,,,장수누리파크오토캠핑장,자동차야영장,35.6410715481,127.5232131,전라북도 장수군 장수읍 논개사당길 65,전라북도 장수군 장수읍 두산리 420-1일원,063-352-5660,19,2767,68.88,,,,,,,,,,,,,,76,19,"상하수도, 전기시설, 화장실, 취사시설, 샤워실","소화기, 확성기등방송장비, 안전게시물, 대피공간, 관리요원,누전차단기",,1박,"15,000",063-350-2372,전라북도 장수군청,2020-04-02,4750000,전라북도 장수군
,,,,,,,장수방화동캠핑장,야영장,35.570287,127.531161,전라북도 장수군 번암면 사암리 64번지,전라북도 장수군 번암면 사암리 64,063-352-6645,32,3458,134,,,,,,,,,,,,,,100,32,"상하수도, 전기시설, 화장실, 취사시설, 샤워실","소화기, 확성기등 방송장비, 안전게시물, 대피공간, 관리요원",,1박,업체문의,063-350-2347,전라북도 장수군청,2020-04-02,4750000,전라북도 장수군
,,,,,,,심학산야영장,야영장,37.7139288254,126.696631589,경기도 파주시 돌곶이길 57 (서패동),경기도 파주시 서패동 178-18번지,000-0000-0000,11,,,,,,,,,,,,,,,,0,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,지내울 야영장,야영장,37.937544,126.870711,경기도 파주시 문산읍 이천리 339-6번지,경기도 파주시 문산읍 이천리 339-6번지,000-0000-0000,13,,,,,,,,,,,,,,,,0,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,플레이랜드 캠핑장,야영장,37.7558661869,126.909816803,경기도 파주시 광탄면 보광로538번길 21,경기도 파주시 광탄면 영장리 90번지,031-942-2557,9,,,,,,,,,,,,,,,,0,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,금강산랜드 야영장,야영장,37.7924796,126.8001973,"경기도 파주시 월롱면 도감로 130, 금강산랜드",경기도 파주시 월롱면 위전리 89-1번지 미래개발,031-949-6565,32,,,,,,,,,,,,,,,,0,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,마장호수 휴 캠핑장,야영장,37.937544,126.870711,경기도 파주시 광탄면 기산리 459-6번지,경기도 파주시 광탄면 기산리 459-6번지,031-940-4726,12,,,,,,,,,,,,,,,,0,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,123 치유의숲 야영장,야영장,37.937544,126.870711,경기도 파주시 월롱면 덕은리 275-19번지,경기도 파주시 월롱면 덕은리 275-19번지,000-0000-0000,9,813,,,,,,,,,,,,,,,0,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,자연의꿈,야영장,37.937544,126.870711,경기도 파주시 법원읍 초리골길 248,경기도 파주시 법원읍 법원리 133-4번지,000-0000-0000,21,,,,,,,,,,,,,,,,0,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
,,,,,,,소백산삼가야영장,야영장,36.9265602,128.5019898,경상북도 영주시 풍기읍 삼가로 509,경상북도 영주시 풍기읍 삼가리 302-1,054-637-3794,40,8045,343.22,,,,,,,,,,,,,,150,45,상하수도+전기시설+화장실+취사시설+샤워실 등,소화기+확성기,관리동,,비수기:13000원+성수기:16000원,054-639-6605,경상북도 영주시청,2017-04-30,5090000,경상북도 영주시
,,,,,,,묘솔캠핑장,자동차야영장,36.9211712,128.5077644,경상북도 영주시 풍기읍 삼가로 423,경상북도 영주시 풍기읍 삼가리 239-2,054-633-6699,10,1354,103.12,,,,,,,,,,,,,,80,10,상하수도+전기시설+화장실+취사시설+샤워실 등,소화기+확성기,관리동,,비수기:30000원+성수기:35000원,054-639-6605,경상북도 영주시청,2017-04-30,5090000,경상북도 영주시
,,,,,,,산아래캠핑장,야영장,37.0354772,128.6762549,경상북도 영주시 부석면 영부로890번길 132-1,경상북도 영주시 부석면 남대리 46-3,,5,1000,62,,,,,,,,,,,,,,20,8,상하수도+전기시설+화장실+취사시설+샤워실 등,소화기+확성기,관리동,,30000원,054-639-6605,경상북도 영주시청,2017-04-30,5090000,경상북도 영주시
,,,,,,,주막거리캠프,야영장,37.0398633,128.6680615,경상북도 영주시 부석면 영부로 847-10,경상북도 영주시 부석면 남대리 177-3,,23,950,58,,,,,,,,,,,,,,90,25,상하수도+전기시설+화장실+취사시설+샤워실 등,소화기+확성기,관리동,,주중:25000원+주말:30000원,054-639-6605,경상북도 영주시청,2017-04-30,5090000,경상북도 영주시
,,,,,,,비로야영장,야영장,36.9221068,128.5047484,경상북도 영주시 풍기읍 삼가로 447-11,경상북도 영주시 풍기읍 삼가리 251,054-636-0053,4,660,74.43,,,,,,,,,,,,,,20,4,상하수도+전기시설+화장실+취사시설+샤워실 등,소화기+확성기,관리동,,30000원,054-639-6605,경상북도 영주시청,2017-04-30,5090000,경상북도 영주시
