관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
구 동본원사 목포별원,관광지,목포시 영산로 75번길 5,전라남도 목포시 무안동 2-4,34.7897003158,126.3842863497,340,주차장,,,,,,2007-07-03,150,45,동본원사는 목포에 들어선 일본 첫 불교사원으로 정식명칭은 ‘진종 대곡파 동본원사’이다. 동본원사 목포별원은 1898년 4월에 세워졌으며 목포심상고등학교 설립 인가를 받아 목포 내에서 일본인 소학교로 최초·정식 운영되기도 했다. 해방 이후 정광사의 관리를 받다가 1957년부터 목포중앙교회로 사용하게 되어 사찰이 교회가 되는 이색적인 약력을 가지게 되었다. 현재는 각종 문화행사 및 전시회 공간으로 활용되고 있다.,061-245-8832,목포시,2021-10-28,4800000,전라남도 목포시
유달산,관광지,목포시 유달로 180,전라남도 목포시 죽교동 300,34.7914299321,126.3759182609,116813,"화장실,주차장,관광안내소",,,"특정자생식물원, 봉후샘쉼터, 옛수원지 암벽폭포, 조각공원",매점,,1982-01-01,100000,2000,노령산맥의 맨 마지막 봉우리이자 다도해로 이어지는서남단의 땅 끝인 산 해발 228미터 기암괴석으로 이루어진 유달산은 노령산맥의 맨 마지막 봉우리이다. 정상에 올라 서면 목포 시내가 한눈에 내려다보이며 푸른 다도해의 경관이 시원스레 펼쳐져 있고 그 사이를 오고가는 크고 작은 선박들의 모습이 한폭의 동양화를 연상시킨다.,061-270-8359,목포시,2021-10-28,4800000,전라남도 목포시
서산동 시화골목,관광지,목포시 해안로127번길 14-2,전라남도 목포시 서산동 12-89,34.7817451946,126.3773176322,8420,"화장실, 주차장, 여행자쉼터",,,,여행자쉼터,,2016-07-28,250,40,지역의 시인과 화가 그리고 주민들이 참여하여 생활적인 시와 벽화를 구성해 놓은 곳이다.개발되지 않은 1970 ~ 80 년대 해안가 마을의 골목길을 보존해 당시의 생활적 정서를 엿볼 수 있는 대표적인 레트로 공간이다. 초입에 1987의 촬영지 연희네 슈퍼가 있어 조화를 이루고 있다,061-270-8598,목포시,2021-10-28,4800000,전라남도 목포시
연희네슈퍼(영화 1987 촬영지),관광지,목포시 해안로127번길 14-2,전라남도 목포시 서산동 12-89,34.7817451946,126.3773176322,62.2,"화장실, 주차장, 여행자쉼터",,"방공호체험, 의상체험, 셀프시잔관, 화가의집",,여행자쉼터,,2018-02-12,100,40,영화 1987의 주인공 연희가 살던 곳이곳의 시간은 1987년이다. 개발되지 않은 배경에 1987년을 그대로 옮겨놓은 연희네 슈퍼는 단순한 영화세트장이 아니다. 각자의 1987년을 떠올릴 수 있는 공간이다. 문득 시간을 돌아보고 싶거든 연희네 슈퍼로 가자. 그곳에 나의 1987년이 있고 나의 연희가 있다.,061-270-8598,목포시,2021-10-28,4800000,전라남도 목포시
춤추는 바다분수,관광지,목포시 평화로 82,전라남도 목포시 상동 1157,34.7966621284,126.4337908816,4210,"화장실, 주차장, 관광안내소",,"레이저쇼, 워터스크린, 사연이벤트",,,,2010-07-30,4500,80,"목포춤추는바다분수는 매년 4월부터 11월까지 8개월간 목포 평화광장 앞바다에서 음악과 분수, 워터스크린, 레이저, 빔프로 젝트를 이용한 미디어 아트 작품을 선보이고 있다. 목포춤추는바다분수는 수반길이 150m, 높이 13.5m, 최대분사 높이 70m의 세계최초 초대형 부유식 바다음악분수이다.이에 더해 2021년 10월부터는 바다분수 앞에 설치한 해상무대에서 불꽃과 바다분수가 어우러진 환상적인 해상공연을 펼칠 예정이다.",061-270-8580,목포시,2021-10-28,4800000,전라남도 목포시
목포해상케이블카,관광지,목포시 해양대학로 240,전라남도 목포시 죽교동 516-101,34.7994017882,126.3700238930,19079,"화장실, 주차장, 매표소,관광안내소, 기념품판매점, 푸드코트",,VR체험관,안전홍보관,"카페테리아, 휴게실",,2019-09-06,2500,848,"155m의 높이에서 스릴넘치는 아찔한 체험을...국내 최장구간 3.23km의 해상케이블카로 북항에서 고하도까지 이어진다.목포항과 삼학도를 비롯한 목포 원도심이 한눈에 펼쳐지고 보석처럼 빛나는 다도해와목포대교, 고하도 등을 조망할 수 있다.",061-244-2600,목포시,2021-10-28,4800000,전라남도 목포시
삼학도크루즈,관광지,목포시 삼학로 92번길 104,전라남도 목포시 산정동 1454-7,34.7810157076,126.3879310309,15455,"화장실, 주차장, 매표소, 휴게실",,"공연장, 전망대. 카페테리아, 라운지",관광유람선,카페테리아,,2020-06-12,578,100,"삼학도 계류장을 출발하여 해상케이블카타워 ? 인어동상 ? 목포대교로 간다.잔잔한 목포 앞바다를 배를 타고 노니는것은 또 다른 경험이다. 오른쪽으로 높이오른 유달산과 목포대교의 일몰, 끝없이펼쳐진 다도해 그리고 고하도의 해안을감상할 수 있다.",061-245-3222,목포시,2021-10-28,4800000,전라남도 목포시
김대중노벨평화상기념관,관광지,목포시 삼학로 92번길 68,전라남도 목포시 산정동 1481,34.7828517737,126.3922505599,4730,"화장실, 주차장, 기념품판매점",,,박물관,카페테리아,,2013-06-15,200,10,"김대중 前대통령의 업적 및 걸어온 길을 살펴볼 수 있는 곳이다. 평화의 메시지 보내기, 노르웨이 오슬로 시상식장 체험, 노벨평화상 단상 포토존 및 대통령 집무실을 그대로 옮겨놓은 집무실 체험공간에서 대통령이 되어보는 체험을 할 수 있다",061-245-5660,목포시,2021-10-28,4800000,전라남도 목포시
목포자연사박물관,관광지,목포시 남농로 135,전라남도 목포시 용해동 7,34.7939106668,126.4225029615,3170,"화장실, 주차장, 기념품판매점",,,박물관,매점,,2003-10-24,300,450,"지구 46억년 자연사를 볼 수 있는 곳으로 다양한 생명체와 관람객이 공존하는 증강현실 사진관 체험,  박물관에 잠든 공룡알 화석을 부화시키는 게임형 AR 체험, 수생 생물이 살고 있는 연못 생태계 위를 거니는 콘텐츠등 다양한 VR, AR콘텐츠와 영상쇼를 제공한다",061-274-3655,목포시,2021-10-28,4800000,전라남도 목포시
갓바위,관광지,목포시 남농로 135,전라남도 목포시 용해동 산86-24,34.7921900744,126.4257403548,6650,공중화장실,,,,,,2009-04-27,250,60,"갓바위는 두 사람이 나란히 삿갓을 쓰고 서 있는 모습의 바위로 관광객들이 즐겨찾는 명소이며, 예전에는 배를 타고 나가야만 볼 수 있었던 갓바위를 해상에서 직접 조망할 수 있는 보행교를 바다위에 설치하였다.",061-273-0536,목포시,2021-10-28,4800000,전라남도 목포시
부석사관광지,관광지,경상북도 영주시 부석면 부석사로 298,경상북도 영주시 부석면 북지리 301-4,36.99435088,128.6797054,242280,관광안내소+광장+화장실+보행자도로 등,,,피크닉마당+부석사 이야기길+의상대사 스토리원 등,상가 등,,2012-06-11,779,540,소백산 자연환경을 배경으로 한 천년고찰 부석사를 직접 참여하고 머무르는 다양한 체험 및 관광활동 제공,054-639-6617,경상북도 영주시청,2021-10-29,5090000,경상북도 영주시
인천가스과학관,관광지,인천광역시 연수구 인천신항대로960,인천광역시 연수구 송도동 364,37.35281836,126.6121219,6096,주차장 + 화장실 + 상하수도시설 + 전기시설 + 통신시설,,,,,,1998-11-03,300,100,"옥외조형물 5종, 실내전시물 23개코너, 크린타워",032-822-4492,한국가스공사,2021-10-25,3520000,인천광역시 연수구
인천상륙작전기념관,관광지,인천광역시 연수구 청량로160번길 26,인천광역시 연수구 옥련동 525,37.42070925,126.6531798,1788,주차장 + 화장실 + 상하수도시설 + 전기시설 + 통신시설,,,,,,1984-09-15,200,50,"전시관, 야외전시장, 야외공연장, 영상실, 휴게실, 전망대, 소공원 등",032-832-0915,인천광역시,2021-10-25,3520000,인천광역시 연수구
컴팩스마트시티,관광지,인천광역시 연수구 인천타워대로 238,인천광역시 연수구 송도동24-7,37.39281227,126.6358879,8409,주차장 + 화장실 + 상하수도시설 + 전기시설 + 통신시설,,,,,,2009-08-07,300,70,"고대 및 근대 전시관, 인천 모형관, IFEZ모형관",032-850-6000,인천광역시,2021-10-25,3520000,인천광역시 연수구
가천박물관,관광지,인천광역시 연수구 청량로102번길 40-9,인천광역시 연수구 옥련동 567-22,37.41847997,126.6576026,396,주차장 + 화장실 + 상하수도시설 + 전기시설 + 통신시설,,,,,,1995-10-31,100,21,"인천지역 유일한 국보를 포함한 총소장품 18,382점",032-833-4747,가천문화재단,2021-10-25,3520000,인천광역시 연수구
율포해수욕장,관광지,전라남도 보성군 회천면 우암길 24,전라남도 보성군 회천면 동율리 678,34.6700298,127.0890226,34625,관광안내소+화장실+샤워실+주차장,휴양콘도미니엄,해당없음,해수욕장+율포해수녹차센터+오토캠핑리조트,해당없음,해당없음,2005-05-12,1500,100,"폭 60m와 길이 1.2km에 이르는 은빛 모래밭에 50~60년생의 소나무들이 숲을 이뤄 운치를 더하고, 공해없는 청정해역이므로 깨끗한 바다를 즐길 수 있고 각종 편의시설이 잘 갖춰져있음",061-850-5448,전라남도 보성군청,2021-10-28,4890000,전라남도 보성군
레인보우힐링관광지,관광지,,충청북도 영동군 영동읍 매천리 산 35-1,36.1563534107,127.7865136910,1790835,"영동와인터널, 와인연구소, 과일나라테마공원, 웰니스단지, 문화예술회관, 광장, 콘도, 연수원, 상가시설 등","산림휴양림, 휴양콘도미니엄",골프연습장,"영동와인터널, 와인연구소, 과일나라테마공원, 웰니스단지, 문화예술회관, 광장 등","산림휴양림, 휴양콘도미니엄","주차장, 광장",2009-05-22,45000,450,영동의 아름다움을 볼 수 있는 7가지 테마가 있는 관광지,043-740-3523,충청북도 영동군청,2021-10-20,4440000,충청북도 영동군
송호관광지,관광지,충청북도 영동군 양산면 송호로 105,충청북도 영동군 양산면 송호리 249-8,36.12969079,127.676367,284000,관리사무소+주차장+화장실+음수대,야영장,축구장+다목적구장,와인체험관+와인테마공원,,,1977-10-31,1000,310,"아름다운 금강변 옆 1,400여 그루의 송림에서 캠핑을 즐기며, 신선놀음을 하기 제격인 곳",043-740-3228,충청북도 영동군청,2021-10-20,4440000,충청북도 영동군
오월드,관광지,대전광역시 중구 사정공원로 70,대전광역시 중구 사정동 142,36.28749807,127.3985061,783000,Y,N,Y,Y,N,Y,2019-01-01,3000,1913,Y,042-580-4820,Y,2021-10-27,6300000,대전광역시
뿌리공원,관광지,대전광역시 중구 뿌리공원로 79,대전광역시 중구 침산동 364,36.28537962,127.3883000376,125000,Y,N,Y,Y,N,Y,2019-01-01,3000,447,Y,042-228-8310,Y,2021-10-27,6300000,대전광역시
엑스포과학공원,관광지,대전광역시 유성구 대덕대로 480,대전광역시 유성구 도룡동 3-1,36.37662561,127.3871992,130000,Y,N,Y,Y,N,Y,2019-01-01,2000,200,Y,042-250-1111,Y,2021-10-27,6300000,대전광역시
한밭수목원,관광지,대전광역시 서구 둔산대로 169,대전광역시 서구 만년동 396,36.36646857,127.3880154,387000,Y,N,Y,Y,N,Y,2019-01-01,3000,465,Y,042-270-8464,Y,2021-10-27,6300000,대전광역시
계족산황톳길,관광지,대전광역시 대덕구 장동로 59,대전광역시 대덕구 와동 2-1,36.40406651,127.4297932,54000,Y,N,Y,Y,N,Y,2019-01-01,3000,25,Y,042-623-9909,Y,2021-10-27,6300000,대전광역시
대청호반,관광지,대전광역시 대덕구 대청로 607,대전광역시 대덕구 미호동 57,36.47362538,127.4735679,72800,Y,N,Y,Y,N,Y,2019-01-01,3000,0,Y,042-930-7240,Y,2021-10-27,6300000,대전광역시
장태산휴양림,관광지,대전광역시 서구 장안로 461,대전광역시 서구 장안동 259,36.21596913,127.3412778,815855,Y,N,Y,Y,N,Y,2019-01-01,2000,472,Y,042-270-7883,Y,2021-10-27,6300000,대전광역시
대전둘레산길,관광단지,대전광역시 중구 보문산공원로 440,대전광역시 중구 대사동 195-2,36.30879672,127.4231236,159000,Y,N,Y,Y,N,Y,2019-01-01,10000,0,Y,042-270-5583,N,2021-10-27,6300000,대전광역시
동춘당,관광지,대전광역시 대덕구 동춘당로 80,대전광역시 대덕구 송촌동 192,36.36537889,127.4412933,4492,Y,N,Y,Y,N,Y,2019-01-01,100,30,Y,042-607-6575,N,2021-10-27,6300000,대전광역시
대전문화예술단지,관광단지,대전광역시 서구 둔산대로 169,대전광역시 서구 만년동 396,36.366496,127.3880154,33150,Y,N,Y,Y,N,Y,2019-01-01,3000,751,Y,042-270-8333,N,2021-10-27,6300000,대전광역시
으능정이문화의거리,관광지,대전광역시 중구 중앙로 170,대전광역시 중구 은행동 45-10,36.32934665,127.428337,630.8,Y,N,Y,Y,N,Y,2019-01-01,5000,355,Y,042-252-7100,N,2021-10-27,6300000,대전광역시
유성온천,관광지,대전광역시 유성구 계룡로60,대전광역시 유성구 봉명동 574,36.3547298,127.3375865,273970,Y,N,Y,Y,N,Y,2019-01-01,3000,0,Y,042-611-2114,N,2021-10-27,6300000,대전광역시
유니온파크,관광지,경기도 하남시 미사대로 710,경기도 하남시 신장동 27,37.54654783,127.2205032,79057,도로+주차장+관리사무소+화장실,,"다목적 체육관, 테니스장, 족구장, 농구장 등 체육시설, 어린이 물놀이시설","유니온타워, 야외무대",,,2015-06-01,500,237,"기존의 노후화 된 소각장, 재활용선별장, 음식물처리장, 중계펌프장 등의 시설 개선과 미사지구와 같은 택지개발사업 등으로 환경기초시설 확충이 요구됨에 따라 국내최초로 지하에 폐기물처리시설과 하수처리시설을 함께 설치한 신개념 환경기초시설이다. 지하에는 소각처리시설, 재활용선별시설, 음식물자원화시설, 하수처리시설 등이 설치되어 있고, 지상에는 잔디광장, 어린이물놀이시설, 다목적체육관, 야외체육시설 등 다양한 주민친화시설이 있는 하남유니온파크와 한강·검단산 등 하남의 아름다운 경관을 한눈에 조망할 수 있는 하남유니온타워(105m)가 설치되어있다.",031-790-6255,경기도 하남시청 자원순환과,2021-10-21,4040000,경기도 하남시
광주향교,관광지,경기도 하남시 대성로 126-13,경기도 하남시 교산동 227-3,37.52207622,127.1984175,7127,공중화장실,,,,,,1983-09-19,100,45,"고려, 조선시대의 교육기관으로 유학을 가르치고 인재를 양성하던 곳",031-790-6145,경기도 하남시청 자원순환과,2021-10-21,4040000,경기도 하남시
이성산성,관광지,,경기도 하남시 춘궁동 산 36,37.52530687,127.1847777,128891,주차장+화장실+공원,,,,,,2000-09-16,3000,35,6세기 중반경에 신라가 쌓은 것으로 추정되는 신라시대 산성,031-790-6145,경기도 하남시청 자원순환과,2021-10-21,4040000,경기도 하남시
팔공산 하늘정원,관광지,,경상북도 군위군 부계면 동산리 산 74-18,36.0238129761,128.6967605094,6000,"정자, 탐방로",,"정자, 탐방로","정자, 탐방로",,,2015-06-12,100,10,"오도암, 비로봉, 동봉, 서봉 등 팔공산의 봉우리들을 자유롭게 다닐 수 있는 오름길",054-380-7943,경상북도 군위군청,2021-10-26,5140000,경상북도 군위군
김수환 추기경 사랑과 나눔 공원,관광지,경상북도 군위군 군위읍 군위금성로 270,경상북도 군위군 군위읍 용대리 424,36.2324488883,128.5996129470,32128,공원,,,"기념관, 경당, 추기경생가, 십자가의 길, 평화의 숲, 추모정원, 중앙광장, 잔디광장, 옹기가마",,,2018-03-27,30,20,"김수환 추기경의 사랑과 나눔 정신의 계승,확산을 위한 정신문화 공간",054-380-6064,경상북도 군위군청,2021-10-26,5140000,경상북도 군위군
사라온 이야기 마을,관광지,경상북도 군위군 군위읍 동서길 49,경상북도 군위군 군위읍 서부리 44-1,36.2361553599,128.5677327961,8140,관리사무소+주차장,,,"야외쉼터, 환희문(정문), 적라촌, 적라청, 적라골",매표소,,2015-10-01,200,70,"선조들이 살아온 역사와 문화를 적라촌, 적라청, 적라골 3가지 테마로 나누어 재현",054-380-7216,경상북도 군위군청,2021-10-26,5140000,경상북도 군위군
금정산,관광지,부산광역시 금정구 범어사로 250,부산광역시 금정구 청룡동 546,35.2830426366,129.0676207876,18845,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,1994-01-01,100,100,금정산은‘산마루에 우물이 있어 한 마리 금빛 나는 물고기가 오색구름을 타고 하늘에서 내려 와 우물 속에 놀았다’는 이야기에서 유래하여 이름 붙은 부산의 진산이다.,051-519-4081,금정구 문화관광과,2021-10-21,3350000,부산광역시 금정구
범어사,관광지,부산광역시 금정구 범어사로 250,부산광역시 금정구 청룡동 546,35.28304308,129.0676212,3513,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,1966-01-01,100,100,범어사는 역사적으로 많은 고승대덕을 길러내고 선승을 배출한 수행사찰로 오랜 전통과 많은 문화재가 보존되어 있는 한국 불교계의 중심지 중 하나이다.,051-519-4081,금정구 문화관광과,2021-10-21,3350000,부산광역시 금정구
회동수원지,관광지,부산광역시 금정구 오륜대로258,부산광역시 금정구 오륜동 353-2,35.24707332,129.115753,2017,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,2010-01-01,100,20,"조선시대부터 아름다운 풍경으로 유명한 회동수원지는 금정구를 대표하는 도심 속 힐링 명소이다. 땅뫼산 황토숲길, 편백나무숲, 오륜대 전망대는 일상 속 휴식처가 되어 준다.",051-519-4081,금정구 문화관광과,2021-10-21,3350000,부산광역시 금정구
서동미로시장,관광지,부산광역시 금정구 서동로141번길 16,부산광역시 금정구 서동 341-10,35.21586987,129.102466,20000,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,2014-01-01,100,20,서동미로시장은 아름다운 길(美路)이라는 의미이자 골목마다 형성된 상권이 미로같다 하여 이름 붙은 문화관광형 시장이다.,051-519-4081,금정구 문화관광과,2021-10-21,3350000,부산광역시 금정구
스포원파크,관광지,부산광역시 금정구 체육공원로399번길 324,부산광역시 금정구 두구동 1641,35.28912108,129.1070434,30000,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,2014-01-01,100,100,스포원파크는 기존의 경기장과는 달리 ‘공원’과 ‘개방’의 개념을 도입한 ‘공원형 경기장’으로서 쾌적한 환경여건을 가지고 있어 건강과 휴식을 위한 명소로 사랑받고 있다.,051-519-4081,금정구 문화관광과,2021-10-21,3350000,부산광역시 금정구
한국이슬람부산성원,관광지,부산광역시 금정구 금단로 113-13,부산광역시 금정구 남산동 30-1,35.25998626,129.0922564,2022,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,1980-09-30,100,100,"부산의 유일한 한국이슬람 부산성원은 이슬람 신자들에게는 네트워킹 장이자 쉼터로, 지역민들에게는 이슬람 문화를 체험하고 강연을 접할 수 있는 장소로 자리 잡고 있다.",051-519-4081,금정구 문화관광과,2021-10-21,3350000,부산광역시 금정구
요산문학관,관광지,부산광역시 금정구 팔송로 60-6,부산광역시 금정구 남산동 662,35.27236562,129.085732,1128,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,2006-11-01,100,100,일제강점기의 잔인했던 시절 속 궁핍한 현실을 작품에 담은 요산 김정한 선생의 문학 정신과 삶을 기리는 문학관은 요산 선생의 생가와 연접해 그의 숨결을 더욱 깊이 느낄 수 있다.,051-519-4081,금정구 문화관광과,2021-10-21,3350000,부산광역시 금정구
오륜대한국순교자박물관,관광지,부산광역시 금정구 오륜대로 106-1,부산광역시 금정구 부곡동 1-4,35.24570172,129.1009016,1317,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,1982-09-25,100,100,한국 가톨릭 순교자들의 신념을 기억하기 위해 건립된 오륜대한국순교자박물관에는 한국 순교자들의 유물뿐만 아니라 역사적 의미가 있는 자료들도 함께 전시·보존하여 더욱 의미가 있다.,051-519-4081,금정구 문화관광과,2021-10-21,3350000,부산광역시 금정구
부산대젊음의거리,관광지,부산광역시 금정구 장전온천천로 51,부산광역시 금정구 장전동 643-117,35.229587,129.0888177,10000,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,2004-01-01,100,100,"청춘들의 꿈, 열정, 자유가 넘치는 부산대 젊음의 거리는 색다른 문화공연과 프리마켓 등 다양한 행사가 날마다 이어진다. 골목골목 위치한 상점에서 청춘의 열기를 느낄 수 있다.",051-519-4081,금정구 문화관광과,2021-10-21,3350000,부산광역시 금정구
금정산성마을,관광지,부산광역시 금정구 산성로 452,부산광역시 금정구 금성동 554-3,35.250339,129.0561338,7450,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,1994-01-01,100,100,금정산성마을은 금정산 해발 400m의 분지에 아담히 자리잡은 산성마을로 금정산 능선이 병풍처럼 둘러싸고 있는 아름다운 자연환경을 갖추고 있어 휴일이면 이곳을 찾는 등산객들의 발길이 끊이지 않는다.,051-519-4081,금정구 문화관광과,2021-10-21,3350000,부산광역시 금정구
삽교호관광지,관광지,충청남도 당진시 신평면 삽교천3길 100,,36.88890544,126.8247541,240154,"공중화장실, 테마과학관, 근린공원",,,,,,1983-10-10,500000,728,"서해대교를 비롯, 호수와 바다가 한눈에 들어오는 곳",041-350-3601,충청남도 당진시청,2021-10-26,5680000,충청남도 당진시
왜목마을관광지,관광지,충청남도 당진시 석문면 왜목길 15-5,,37.04493276,126.5246154,133876,"공중화장실, 공연장, 전망대",,,,,,2002-02-26,300000,150,"서해 최고의 일출, 일몰 감상지",041-350-3601,충청남도 당진시청,2021-10-26,5680000,충청남도 당진시
난지섬관광지,관광지,충청남도 당진시 석문면 난지1길 67,,37.047036,126.4242087,155440,"공중화장실, 공연장, 전망대",,,,,,2007-02-28,100000,150,바다가 맑고 한적한 섬 해수욕장,041-350-3601,충청남도 당진시청,2021-10-26,5680000,충청남도 당진시
유당공원,관광지,전라남도 광양시 광양읍 백운로 14,전라남도 광양시 광양읍 목성리 673-1,34.97010442,127.5924243,10029,주차장,해당없음,해당없음,,,,1979-12-03,10000,1000,1528년 광양현감 박세후 조성,061-797-4979,광양시청 공원녹지과,2021-10-26,4840000,전라남도 광양시
서천무지개분수대,관광지,,전라남도 광양시 광양읍 칠성리 729,34.9735109015,127.5756853563,10029,"주차장, 화장실",,,,,,1979-12-03,10000,1000,음악분수 퍼포먼스 공연,061-797-4979,광양시청 공원녹지과,2021-10-26,4840000,전라남도 광양시
장도전수관,관광지,전라남도 광양시 광양읍 매천로 771,전라남도 광양시 광양읍 칠성리 1009-3,34.97705608,127.5805515,1590.8,"화장실, 주차장, 기념품 판매소",,해당없음,,,,2001-06-30,10000,1000,"장도 선비·부녀자 사용, 중요무형문화재 60호 장도장",061-763-0510,광양 장도박물관,2021-10-26,4840000,전라남도 광양시
도립미술관,관광지,전라남도 광양시 순광로 680-4,전라남도 광양시 광양읍 인동리 227-1,34.96887104,127.5903033,9464,"화장실, 주차장, 기념품 판매소",,,"미술관, 전시관",카페테리아,관리사무소,2017-07-07,10000,1000,2017년 말 착공 예정,061-797-2227,광양시청 문화예술과,2021-10-26,4840000,전라남도 광양시
광양와인동굴,관광지,전라남도 광양시 광양읍 강정길 33,전라남도 광양시 광양읍 용강리 48-1,34.96130264,127.6085909,10029,"화장실, 주차장, 기념품, 특산품 판매소, 매표소",해당없음,해당없음,해당없음,카페테리아,관리사무소,2017-07-07,10000,1000,"바닥 트릭아트, 세계 와인 전시, 와인 카페테리아, 오브젝트 맴핑, VR체험관 등",061-794-7788,광양 와인동굴,2021-10-26,4840000,전라남도 광양시
광양역사문화관,관광지,전라남도 광양시 광양읍 매천로 829,전라남도 광양시 광양읍 읍내리 272-1,34.9757671,127.5859802,2447,"화장실, 주차장",,,전시관,,관리사무소,1942-08-25,10000,1000,"광양의 역사, 문화, 인물 자료 전시·설명",061-797-1985,광양시청 문화예술과,2021-10-26,4840000,전라남도 광양시
사라실 라벤더 단지,관광지,,전라남도 광양시 주암면 문길리 산 20-2,35.04162939,127.270748,23792,"화장실, 주차장, 기념품 판매소, 매표소",,,,"레스토랑, 카페테리아",관리사무소,2005-05-15,10000,1000,"라벤더마을, 라벤더 체험장",061-762-0723,사라실라벤터 영농조합법인,2021-10-26,4840000,전라남도 광양시
사라실 예술촌,관광지,전라남도 광양시 사곡로 201,전라남도 광양시 사곡리 1005,34.962211,127.626222,14000,"화장실, 주차장",,,,,,1979-12-03,10000,1000,광양 사라실 예술촌,061-797-2734,광양시청 문화예술과,2021-10-26,4840000,전라남도 광양시
광양 마로산성,관광지,,전라남도 광양시 사곡리 산 254,34.966742,127.619496,10029,"화장실, 주차장",,,,,,1979-12-03,10000,1000,국가지정문화재 사적 제492호,061-797-2418,광양시청 문화예술과,2021-10-26,4840000,전라남도 광양시
광양 궁시장,관광지,,전라남도 광양시 광양읍 구산리 716,34.98778794,127.5865036,1377,"화장실, 궁시 체험장",,-,,,,1979-12-03,10000,1000,도지정무형문화재 제12호,061-763-1154,광양궁시전수교육관,2021-10-26,4840000,전라남도 광양시
매천황현생가,관광지,전라남도 광양시 봉강면 서석길 14-3,전라남도 광양시 봉강면 석사리 758,34.99341564,127.561707,522,화장실,,,,,,1979-12-03,10000,1000,조선의 마지막 선비 우국지사 매천 황현선생 생가,061-797-2418,광양시청 문화예술과,2021-10-26,4840000,전라남도 광양시
해달별천문대,관광지,전라남도 광양시 봉강면 하조길 91-20,전라남도 광양시 봉강면 조령리 산 222-7,35.07478024,127.5540516,1421,"화장실, 천문대",,,,,,2016-01-28,10000,1000,"낮-태양, 밤-해·달 관찰, 천체사진 촬영",061-762-5393,광양 해달별천문대,2021-10-26,4840000,전라남도 광양시
백운산자연휴양림,관광지,전라남도 광양시 옥룡면 백계로 33,전라남도 광양시 옥룡면 추산리 산 114,35.05645795,127.5976491,5157,"화장실, 주차장, 매표소, 매점","캐빈하우스 20, 카라반 3","수영장, 황톳길, 둘레길",,,관리사무소,1979-12-03,10000,1000,"교육장, 야영장, 수영장, 산책로",061-797-4705,광양시 휴양림사업소,2021-10-26,4840000,전라남도 광양시
광양 옥룡사지,관광지,전라남도 광양시 옥룡면 추산리 산 35-1,전라남도 광양시 옥룡면 추산리 산 35-1,35.0470172106,127.6085305038,136502,"화장실, 주차장",,,,,,1979-12-03,10000,1000,국가지정문화재 사적 제207호,061-797-2418,광양시청 문화예술과,2021-10-26,4840000,전라남도 광양시
국사봉랜드,관광지,전라남도 광양시 옥곡면 대치로 433,전라남도 광양시 옥곡면 수평리 130,35.00642478,127.6525399,10029,"화장실, 주차장, 매점, 매표소","객실 16, 카라반 3","수영장, 4계저 썰매장, 실내행사장, 족구장, 트램폴린",,,,1979-12-03,10000,1000,"숙박, 물놀이장, 야외공연장",061-794-8724,광양 국사봉랜드,2021-10-26,4840000,전라남도 광양시
기독교선교100주년기념관,관광지,전라남도 광양시 진상면 성지로 399,전라남도 광양시 진상면 황죽리 1395,35.04305027,127.6604508,2269,"주차장, 화장실",,,대예배실,레스토랑,,2008-05-28,10000,1000,"기독교역사관, 유품전시관",061-772-7441,광양 기독교 선교 100주년 기념관,2021-10-26,4840000,전라남도 광양시
